No,선수명,포지션,등번호,출전시간(분),득점,도움,슈팅,유효 슈팅,차단된슈팅,벗어난슈팅,PA내 슈팅,PA외 슈팅,오프사이드,프리킥,코너킥,스로인,드리블 시도,드리블 성공,패스 시도,패스 성공,키패스,전방 패스 시도,전방 패스 성공,후방 패스 시도,후방 패스 성공,횡패스 시도,횡패스 성공,공격지역패스 시도,공격지역패스 성공,수비지역패스 시도,수비지역패스 성공,중앙지역패스 시도,중앙지역패스 성공,롱패스 시도,롱패스 성공,중거리패스 시도,중거리패스 성공,숏패스 시도,숏패스 성공,크로스 시도,크로스 성공,경합 지상 시도,경합 지상 성공,경합 공중 시도,경합 공중 성공,태클 시도,태클 성공,클리어링,인터셉트,차단,획득,블락,볼미스,파울,피파울,경고,퇴장,대회년도,대회명,팀명,경기명,라운드,상대팀명
8,고승범,MF,7,86,0,0,2,0,0,2,1,1,0,1,0,2,0,0,85,76,1,25,19,27,26,33,31,16,12,14,10,55,54,6,4,21,19,58,53,3,0,0,0,1,1,3,0,0,0,1,16,2,1,0,0,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
9,주민규,FW,18,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2,2,1,3,3,3,3,5,5,0,0,3,2,0,0,0,0,8,7,0,0,2,2,12,2,1,0,0,1,1,1,0,0,0,2,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
10,윤일록,FW,73,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,17,0,1,1,13,13,4,3,7,7,2,2,9,8,0,0,3,3,15,14,1,0,1,0,3,0,0,0,0,0,2,3,0,0,0,3,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
11,켈빈,FW,97,67,0,0,1,1,0,0,0,1,0,1,2,1,2,1,26,24,1,6,4,13,13,7,7,14,13,2,1,10,10,1,1,5,5,20,18,4,0,2,0,1,0,1,0,0,0,2,4,1,0,0,1,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
12,임종은,대기,5,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,18,0,8,6,3,3,10,9,2,0,6,6,13,12,2,1,13,12,6,5,0,0,1,0,5,3,1,1,3,0,0,6,2,1,0,0,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
13,마틴 아담,대기,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,1,1,2,2,3,2,0,0,1,1,0,0,1,1,3,2,0,0,1,0,5,3,0,0,0,0,1,1,0,0,3,0,1,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
14,최강민,대기,70,13,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,3,0,3,2,0,0,1,1,2,2,2,1,0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
15,이명재,대기,13,51,0,0,0,0,0,0,0,0,0,0,0,3,1,1,28,26,0,10,8,12,12,6,6,5,5,6,5,17,16,6,4,12,12,10,10,3,1,2,1,1,0,0,0,2,1,1,5,0,0,0,1,1,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
16,이청용,대기,27,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,44,41,0,13,11,12,12,19,18,17,17,2,1,25,23,1,1,15,14,28,26,5,0,1,1,0,0,1,0,0,1,3,4,0,0,0,1,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
17,이규성,대기,8,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
18,루빅손,대기,17,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
19,김민우,대기,10,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
20,조수혁,대기,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,5R / 대전(A),5R , 대전(A)
1,조현우,GK,21,98,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,23,0,11,7,0,0,16,16,0,0,27,23,0,0,8,4,10,10,9,9,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
2,임종은,DF,5,98,0,0,0,0,0,0,0,0,0,1,0,1,0,0,76,72,0,33,29,8,8,35,35,0,0,32,29,44,43,4,2,37,36,35,34,0,0,0,0,4,1,1,0,4,0,0,8,3,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
3,황석호,DF,20,98,0,0,1,0,0,1,0,1,0,3,0,0,1,1,86,82,0,51,47,7,7,28,28,2,2,33,32,51,48,2,1,33,31,51,50,0,0,2,0,3,3,1,0,6,1,3,11,3,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
4,이명재,DF,13,98,0,0,2,0,0,2,1,1,0,2,0,6,3,0,80,70,1,25,19,24,23,31,28,31,28,9,6,40,36,4,2,19,16,57,52,4,0,1,1,4,2,0,0,0,1,3,8,3,0,0,3,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
5,설영우,DF,66,98,0,0,0,0,0,0,0,0,0,1,0,8,0,0,88,84,0,33,29,26,26,29,29,27,26,19,17,42,41,1,1,28,26,59,57,3,0,0,0,0,0,0,0,2,1,1,6,4,0,0,2,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
6,보야니치,MF,6,58,0,0,3,0,2,1,0,3,0,1,0,0,0,0,106,101,1,38,35,26,26,42,40,28,25,7,7,71,69,5,4,41,39,60,58,2,0,0,0,2,0,9,2,0,3,1,6,0,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
7,이규성,MF,8,87,0,0,0,0,0,0,0,0,1,0,0,1,0,0,108,100,1,37,30,19,19,52,51,34,30,13,12,61,58,2,1,31,28,75,71,1,1,0,0,0,0,1,0,0,1,2,8,2,0,0,1,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
8,이동경,MF,14,72,1,0,1,1,0,0,1,0,0,1,2,0,1,1,38,35,2,8,6,20,19,10,10,15,14,7,7,16,14,3,2,9,9,26,24,3,2,0,0,3,0,3,0,0,1,1,4,1,1,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
9,마틴 아담,FW,9,58,0,0,1,1,0,0,1,0,0,0,0,0,0,0,16,8,0,1,0,7,4,8,4,7,4,0,0,9,4,1,1,3,3,12,4,0,0,2,0,2,2,0,0,0,0,0,1,0,0,2,0,1,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
10,루빅손,FW,17,98,1,0,1,1,0,0,1,0,0,0,0,2,0,0,36,30,1,8,4,17,17,11,9,20,18,4,1,12,11,0,0,8,7,28,23,6,0,3,2,1,1,1,0,0,3,2,7,2,1,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
11,이청용,FW,27,87,0,1,0,0,0,0,0,0,0,1,0,4,0,0,85,79,1,23,18,26,25,36,36,37,33,5,5,43,41,1,1,17,16,67,62,4,1,0,0,0,0,0,0,1,1,2,7,0,1,0,2,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
12,박상준,대기,24,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
13,김민혁,대기,22,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
14,켈빈,대기,97,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
15,조수혁,대기,1,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
16,엄원상,대기,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,1,4,3,3,3,3,3,4,4,1,0,0,0,2,2,6,5,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
17,고승범,대기,7,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,32,0,12,9,10,10,13,13,3,3,8,7,24,22,2,1,11,11,22,20,2,0,0,0,1,0,1,0,0,1,3,3,2,1,2,2,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
18,김민우,대기,10,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
19,주민규,대기,18,40,1,0,2,2,0,0,2,0,0,0,0,0,0,0,10,7,0,2,0,5,5,3,2,3,1,0,0,7,6,0,0,2,0,8,7,0,0,2,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
20,최강민,대기,70,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,2,2,4,4,1,1,3,3,1,1,3,3,0,0,3,3,4,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,6R / 수원FC(H),6R , 수원FC(H)
1,조현우,GK,21,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,36,0,17,9,0,0,27,27,0,0,44,36,0,0,14,6,25,25,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
2,이명재,DF,13,96,0,0,0,0,0,0,0,0,0,1,1,5,1,0,59,57,2,20,18,17,17,22,22,13,13,12,11,34,33,6,6,17,17,36,34,7,2,0,0,0,0,2,0,1,0,2,4,0,0,0,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
3,임종은,DF,5,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,75,66,0,28,19,12,12,35,35,0,0,47,42,28,24,12,6,37,36,26,24,0,0,1,0,2,2,1,0,6,3,1,5,1,0,1,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
4,김영권,DF,19,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,86,81,0,39,35,17,17,30,29,0,0,42,40,44,41,6,4,40,38,40,39,0,0,0,0,4,2,2,0,1,1,2,12,3,0,1,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
5,설영우,DF,66,96,0,0,0,0,0,0,0,0,0,0,0,7,0,0,58,55,1,22,20,17,17,19,18,12,12,21,20,25,23,2,1,20,19,36,35,2,1,0,0,1,0,1,1,0,0,0,7,0,0,0,2,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
6,이동경,MF,14,66,1,2,2,1,1,0,0,2,1,0,2,0,1,0,26,24,2,7,6,9,8,10,10,10,9,2,2,14,13,1,1,7,7,18,16,3,1,0,0,0,0,3,2,0,1,0,1,0,1,0,1,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
7,이규성,MF,8,96,0,0,0,0,0,0,0,0,0,0,0,1,1,0,53,51,1,19,17,19,19,15,15,10,9,8,8,35,34,4,3,18,18,31,30,0,0,0,0,0,0,1,0,0,1,1,3,3,1,3,2,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
8,고승범,MF,7,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,37,1,17,13,10,10,14,14,7,5,10,9,24,23,3,3,20,17,18,17,2,0,0,0,3,2,3,1,1,2,2,6,1,0,2,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
9,루빅손,FW,17,80,0,1,2,2,0,0,2,0,0,0,0,0,0,0,21,15,2,8,3,6,6,7,6,7,6,1,0,13,9,0,0,5,4,16,11,4,2,0,0,0,0,0,0,0,2,1,3,3,1,1,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
10,엄원상,FW,11,66,1,0,3,2,0,1,3,0,0,0,0,1,1,1,19,19,0,3,3,10,10,6,6,8,8,2,2,9,9,3,3,5,5,11,11,4,0,0,0,1,0,0,0,0,0,0,7,2,2,1,0,1,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
11,주민규,FW,18,80,2,1,4,3,0,1,4,0,2,0,0,0,0,0,14,13,1,1,0,4,4,9,9,5,5,0,0,9,8,2,2,2,2,10,9,0,0,0,0,2,2,2,1,2,0,0,3,1,2,1,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
12,마틴 아담,대기,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,2,2,2,2,3,2,0,0,0,0,7,6,0,0,3,3,4,3,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
13,황석호,대기,20,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
14,마테우스,대기,95,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
15,보야니치,대기,6,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
16,문현호,대기,37,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
17,최강민,대기,70,16,0,0,1,1,0,0,1,0,0,0,0,0,0,0,10,8,1,4,2,5,5,1,1,4,4,0,0,6,4,0,0,5,4,5,4,1,0,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
18,김민우,대기,10,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,0,5,5,3,3,4,4,3,3,1,1,8,8,0,0,5,5,7,7,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
19,이청용,대기,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,1,0,3,3,8,8,2,2,3,3,7,6,0,0,2,2,10,9,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
20,김민혁,대기,22,30,0,0,1,1,0,0,1,0,0,0,0,0,0,0,19,18,0,7,6,7,7,5,5,3,3,3,3,13,12,1,1,5,5,13,12,0,0,0,0,2,0,1,0,0,1,1,2,0,0,0,0,0,0,2024,하나은행 K리그1,울산,7R / 강원(H),7R , 강원(H)
1,조현우,GK,21,101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,57,44,0,23,11,0,0,34,33,0,0,57,44,0,0,17,4,32,32,8,8,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
2,황석호,DF,20,101,0,0,0,0,0,0,0,0,0,3,0,0,1,0,87,81,0,39,33,11,11,37,37,3,3,51,47,33,31,21,16,35,34,31,31,0,0,0,0,2,2,0,0,5,1,2,8,0,0,1,0,1,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
3,최강민,DF,70,70,0,0,1,0,0,1,1,0,0,0,0,6,1,1,37,29,1,18,10,13,13,6,6,0,0,22,16,15,13,4,2,15,13,18,14,2,1,0,0,0,0,8,0,1,0,4,7,0,0,1,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
4,심상민,DF,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
5,김영권,DF,19,101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,103,95,1,51,44,13,13,39,38,1,1,61,56,41,38,17,10,59,58,27,27,2,1,1,1,2,0,0,0,1,0,1,10,1,0,0,1,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
6,마테우스,MF,95,56,0,0,1,1,0,0,0,1,0,0,0,0,0,0,15,15,0,8,8,4,4,3,3,0,0,6,6,9,9,1,1,4,4,10,10,0,0,0,0,2,0,2,1,2,0,1,5,1,0,1,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
7,켈빈,MF,97,70,0,0,1,0,0,1,0,1,0,0,0,0,1,0,22,20,1,11,9,8,8,3,3,7,6,2,1,13,13,2,1,9,9,11,10,3,1,0,0,2,1,3,1,1,0,1,4,0,1,0,2,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
8,김민혁,MF,22,101,0,0,2,0,0,2,2,0,0,0,0,1,0,0,43,34,0,9,4,20,19,14,11,11,6,12,11,20,17,1,0,13,13,29,21,0,0,3,2,4,2,8,5,0,2,5,5,2,2,2,0,1,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
9,김민우,MF,10,101,0,0,0,0,0,0,0,0,0,0,0,7,0,0,57,55,0,14,13,32,32,11,10,16,15,16,15,25,25,1,0,28,28,28,27,4,0,1,1,0,0,1,0,2,0,5,8,1,0,1,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
10,마틴 아담,FW,9,101,0,0,1,1,0,0,1,0,1,0,0,0,0,0,12,7,0,6,2,4,4,2,1,2,1,0,0,10,6,1,1,3,1,8,5,0,0,1,1,9,4,1,0,0,1,2,0,2,0,0,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
11,엄원상,FW,11,101,1,0,2,2,0,0,2,0,0,0,0,0,0,0,15,10,0,6,3,6,4,3,3,5,4,2,1,8,5,0,0,2,2,13,8,1,0,1,0,2,2,2,1,0,0,1,5,1,2,2,1,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
12,김기희,대기,4,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
13,루빅손,대기,17,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
14,이명재,대기,13,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
15,윤일록,대기,73,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
16,문현호,대기,37,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
17,아타루,대기,31,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,43,2,21,17,13,13,14,13,11,9,13,11,24,23,2,1,16,16,30,26,4,2,0,0,2,1,2,2,3,2,1,5,2,0,0,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
18,이규성,대기,8,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,35,29,0,14,8,10,10,11,11,10,7,6,6,19,16,1,0,14,11,20,18,3,0,2,1,0,0,5,1,0,0,1,5,1,0,2,0,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
19,주민규,대기,18,31,0,0,1,0,0,1,1,0,0,0,0,0,0,0,9,7,1,4,2,3,3,2,2,1,1,0,0,8,6,1,1,2,2,6,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
20,이청용,대기,27,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,22,0,3,2,11,11,9,9,4,4,5,5,14,13,2,2,13,13,8,7,3,0,0,0,1,0,1,0,1,0,1,3,0,0,0,1,0,0,2024,하나은행 K리그1,울산,8R / 광주(A),8R , 광주(A)
1,조현우,GK,21,105,0,0,0,0,0,0,0,0,0,2,0,0,0,0,35,26,0,21,12,0,0,14,14,0,0,35,26,0,0,18,12,9,7,8,7,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
2,황석호,DF,20,105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,74,63,0,37,27,8,8,29,28,0,0,54,47,20,16,11,5,44,41,19,17,0,0,1,1,6,5,0,0,2,3,0,12,2,0,1,0,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
3,심상민,DF,2,52,0,0,0,0,0,0,0,0,0,0,0,9,1,1,43,34,1,14,9,12,12,17,13,2,1,15,12,26,21,0,0,10,5,33,29,1,1,3,1,1,0,3,2,2,1,0,7,3,1,1,3,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
4,임종은,DF,5,105,0,0,1,1,0,0,1,0,0,3,0,0,0,0,51,46,0,22,17,7,7,22,22,1,1,28,26,22,19,5,1,29,29,17,16,0,0,0,0,10,6,0,0,6,0,2,5,1,0,0,1,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
5,윤일록,DF,73,105,0,0,1,0,0,1,0,1,1,0,0,9,0,0,53,46,1,17,11,17,17,19,18,13,10,14,13,26,23,3,2,18,15,32,29,2,0,1,1,3,1,4,2,3,0,3,9,1,2,0,1,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
6,강윤구,MF,30,30,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,6,1,1,1,2,2,4,3,0,0,2,2,5,4,1,1,3,2,3,3,1,1,0,0,1,0,1,0,0,0,1,2,1,0,1,0,1,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
7,켈빈,MF,97,74,1,0,3,2,0,1,3,0,0,0,0,1,0,0,26,19,0,9,5,12,9,5,5,10,8,3,3,13,8,0,0,8,7,18,12,2,0,1,0,3,0,2,0,2,0,2,8,2,3,0,1,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
8,보야니치,MF,6,88,0,1,1,1,0,0,0,1,0,2,0,0,0,0,59,53,2,25,19,11,11,23,23,8,7,16,14,35,32,9,8,24,20,26,25,0,0,2,2,1,0,3,1,1,1,1,6,0,0,0,1,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
9,고승범,MF,7,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,54,1,21,17,8,8,30,29,6,5,20,17,33,32,3,2,23,21,33,31,1,0,2,1,4,2,7,2,1,2,7,7,3,0,1,0,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
10,주민규,FW,18,105,0,1,1,0,0,1,1,0,0,0,0,0,1,1,27,20,1,10,7,7,5,10,8,4,1,2,1,21,18,1,1,6,3,20,16,1,0,9,5,4,2,1,1,1,2,0,6,1,1,2,3,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
11,이동경,FW,14,105,1,1,5,3,0,2,5,0,0,1,2,0,1,1,36,29,5,15,9,13,12,8,8,13,11,3,3,20,15,5,4,9,7,22,18,4,1,1,1,0,0,5,3,1,0,0,6,1,1,2,0,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
12,아타루,대기,31,75,0,0,1,1,0,0,1,0,0,0,2,0,0,0,23,15,2,7,3,4,3,12,9,9,5,2,0,12,10,3,1,6,4,14,10,3,2,0,0,2,2,3,2,4,0,1,5,1,1,1,1,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
13,김민혁,대기,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,2,0,1,1,4,4,0,0,3,2,4,3,0,0,1,0,6,5,0,0,1,1,0,0,2,1,1,0,2,4,0,0,1,0,0,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
14,엄원상,대기,11,31,1,0,3,2,0,1,3,0,0,0,0,0,1,0,8,6,0,2,1,3,2,3,3,4,3,0,0,4,3,0,0,1,1,7,5,1,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2024,하나은행 K리그1,울산,9R / 제주(H),9R , 제주(H)
